<freq>|<word_list>
1      | circumnavigated globe brushing
1      | globe brushing flanks
1      | brushing flanks coasts
1      | flanks coasts africa
1      | coasts africa purpose
1      | africa purpose man
1      | purpose man whale
1      | man whale vanquished
1      | whale vanquished instances
1      | vanquished instances whales
1      | instances whales struck
1      | whales struck attack
1      | struck attack irons
1      | attack irons respective
1      | irons respective marks
1      | respective marks cut
1      | marks cut dead
1      | cut dead fish
1      | dead fish year
1      | fish year instance
1      | year instance fell
1      | instance fell boat
1      | fell boat times
1      | boat times time
1      | times time distinctly
1      | time distinctly recognised
1      | distinctly recognised peculiar
1      | recognised peculiar sort
1      | peculiar sort huge
1      | sort huge mole
1      | huge mole whale's
1      | mole whale's eye
1      | whale's eye observed
1      | eye observed years
1      | observed years previous
1      | years previous years
1      | previous years pretty
1      | years pretty instances
1      | pretty instances personally
1      | instances personally truth
1      | personally truth heard
1      | truth heard instances
1      | heard instances persons
1      | instances persons veracity
1      | persons veracity matter
1      | veracity matter good
1      | matter good ground
1      | good ground impeach
1      | ground impeach sperm
1      | impeach sperm whale
1      | whale fishery ignorant
1      | fishery ignorant ashore
1      | ignorant ashore memorable
1      | ashore memorable historical
1      | memorable historical instances
1      | historical instances whale
1      | instances whale ocean
1      | whale ocean distant
1      | ocean distant times
1      | distant times places
1      | times places popularly
1      | places popularly cognisable
1      | popularly cognisable whale
1      | cognisable whale marked
1      | whale marked altogether
1      | marked altogether originally
1      | altogether originally bodily
1      | originally bodily peculiarities
1      | bodily peculiarities distinguished
1      | peculiarities distinguished whales
1      | distinguished whales peculiar
1      | whales peculiar respect
1      | peculiar respect chance
1      | respect chance whale
1      | chance whale peculiarities
1      | whale peculiarities killing
1      | peculiarities killing boiling
1      | killing boiling peculiarly
1      | boiling peculiarly valuable
1      | peculiarly valuable oil
1      | valuable oil reason
1      | oil reason fatal
1      | reason fatal experiences
1      | fatal experiences fishery
1      | experiences fishery hung
1      | fishery hung terrible
1      | hung terrible prestige
1      | terrible prestige perilousness
1      | prestige perilousness whale
1      | perilousness whale rinaldo
1      | whale rinaldo rinaldini
1      | rinaldo rinaldini insomuch
1      | rinaldini insomuch fishermen
1      | insomuch fishermen content
1      | fishermen content recognise
1      | content recognise touching
1      | recognise touching tarpaulins
1      | touching tarpaulins discovered
1      | tarpaulins discovered lounging
1      | discovered lounging sea
1      | lounging sea seeking
1      | sea seeking cultivate
1      | seeking cultivate intimate
1      | cultivate intimate acquaintance
1      | intimate acquaintance poor
1      | acquaintance poor devils
1      | poor devils ashore
1      | devils ashore happen
1      | ashore happen irascible
1      | happen irascible great
1      | irascible great man
1      | great man distant
1      | man distant unobtrusive
1      | distant unobtrusive salutations
1      | unobtrusive salutations street
1      | salutations street pursued
1      | street pursued acquaintance
1      | pursued acquaintance receive
1      | acquaintance receive summary
1      | receive summary thump
1      | summary thump presumption
1      | thump presumption famous
1      | presumption famous whales
1      | famous whales enjoy
1      | whales enjoy great
1      | enjoy great individual
1      | great individual celebrity
1      | individual celebrity ocean
1      | celebrity ocean wide
1      | ocean wide renown
1      | wide renown famous
1      | renown famous life
1      | famous life immortal
1      | life immortal forecastle
1      | immortal forecastle stories
1      | forecastle stories death
1      | stories death admitted
1      | death admitted rights
1      | admitted rights privileges
1      | rights privileges distinctions
1      | privileges distinctions cambyses
1      | distinctions cambyses sar
1      | cambyses sar timor
1      | sar timor tom
1      | timor tom famed
1      | tom famed leviathan
1      | famed leviathan scarred
1      | leviathan scarred iceberg
1      | scarred iceberg long
1      | iceberg long did'st
1      | long did'st lurk
1      | did'st lurk oriental
1      | lurk oriental straits
1      | oriental straits spout
1      | straits spout oft
1      | spout oft palmy
